VISIT_AREA_NM,SIDO,GUNGU,VISIT_AREA_TYPE_CD,RESIDENCE_TIME_MIN_mean,RCMDTN_INTENTION_mean,REVISIT_YN_mean,TRAVEL_COMPANIONS_NUM_mean,REVISIT_INTENTION_mean,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD
연미산 자연미술공원,충남,공주시,3.0,72.85714285714286,4.0,0.0,1.0,3.7142857142857135,충남 공주시 우성면 연미산고개길 98,충남 공주시 우성면 신웅리 산 26-8,127.1026048,36.4735548
으능정이 스카이로드,대전,중구,4.0,48.333333333333336,3.7777777777777777,0.3333333333333333,0.8333333333333334,3.388888888888889,,대전 중구 은행동,127.4282322,36.3283701
소노벨 천안 오션 어드벤처,충남,천안시,6.0,280.0,4.166666666666667,0.4166666666666667,3.083333333333333,4.166666666666667,충남 천안시 동남구 성남면 종합휴양지로 200,충남 천안시 동남구 성남면 용원리 672,127.2240961,36.7573122
영동 와인터널,충북,영동군,3.0,38.57142857142857,4.0,0.1428571428571428,2.0,3.4285714285714284,충북 영동군 영동읍 영동힐링로 30,충북 영동군 영동읍 매천리 163-1,127.7849598,36.1616778
여수수산물 특화시장,전남,여수시,4.0,30.0,4.0,0.5,1.8333333333333333,3.8333333333333335,전남 여수시 남산로 60-31,전남 여수시 남산동 4,127.7329102,34.7370562
파라다이스 스파 도고,충남,아산시,6.0,283.125,4.0625,0.1875,2.25,3.6875,충남 아산시 선장면 도고온천로 176-1,충남 아산시 선장면 신성리 260,126.8862154,36.766079
나제통문,전북,무주군,1.0,37.5,3.875,0.0,1.875,3.625,,전북 무주군 설천면 소천리 1501,127.7961578,35.9965194
퍼프로 교,전남,신안군,7.0,84.0,4.2,0.0,4.4,3.8,,전남 신안군 안좌면 소곡리 597-1,126.1216361,34.7174534
수안보 족욕체험장,충북,충주시,13.0,42.0,4.4,0.2,2.4,4.4,,충북 충주시 수안보면 온천리 796-3,127.9864807,36.8441613
청풍 호반 케이블카 물태리역,충북,제천시,13.0,80.625,4.75,0.0,2.0625,4.4375,충북 제천시 청풍면 문화재길 166,충북 제천시 청풍면 물태리 98-2,128.1667763,37.0012576
의림지 용추폭포 유리 전망대,충북,제천시,1.0,53.07692307692308,4.615384615384615,0.1538461538461538,1.3846153846153846,4.384615384615385,,충북 제천시 모산동 581,128.2085031,37.1721147
포레스트 리솜 해브나인스파,충북,제천시,5.0,242.5,4.583333333333333,0.0,2.1666666666666665,4.666666666666667,충북 제천시 백운면 금봉로 365,충북 제천시 백운면 평동리 707,128.0463196,37.1578388
대천항 수산시장,충남,보령시,4.0,45.0,3.8,0.4,2.2,3.8,충남 보령시 대천항로 334,충남 보령시 신흑동 2240-6,126.508703,36.3264982
진천 농다리,충북,진천군,2.0,42.0,4.4,0.2,2.2,4.4,,충북 진천군 문백면 구산동리 601-32,127.4931996,36.8261853
유관순 열사 기념관,충남,천안시,2.0,42.0,4.4,0.0,1.6,3.2,충남 천안시 동남구 병천면 유관순길 38,충남 천안시 동남구 병천면 탑원리 252,127.3084166,36.7598809
여수다,전남,여수시,4.0,40.0,4.5,0.1666666666666666,2.6666666666666665,4.333333333333333,전남 여수시 중앙로 72,전남 여수시 중앙동 779,127.7353485,34.7398989
큰끝 등대,전남,여수시,1.0,37.5,4.625,0.125,0.875,4.625,,전남 여수시 돌산읍 평사리 산 1-1,127.8050686,34.6607409
순천만 국가정원,전남,순천시,8.0,164.1818181818182,4.545454545454546,0.4727272727272727,1.4545454545454546,4.4,전남 순천시 국가정원1호길 47,전남 순천시 오천동 600,127.4989016,34.9292183
장항송림 산림욕장,충남,서천군,1.0,56.25,4.25,0.125,1.75,4.125,,충남 서천군 장항읍 송림리 산 65,126.666612,36.0156556
4est 수목원,전남,해남군,13.0,84.0,4.4,0.2,2.0,4.2,전남 해남군 현산면 봉동길 232-118,전남 해남군 현산면 황산리 산 1-4,126.5955252,34.4532439
메타 프로방스,전남,담양군,1.0,48.46153846153846,3.7948717948717934,0.5384615384615384,1.2564102564102564,3.769230769230769,전남 담양군 담양읍 메타프로방스1길 17,전남 담양군 담양읍 학동리 586-1,127.0029122,35.3220441
공주 메타세쿼이아숲길,충남,공주시,1.0,36.66666666666666,4.333333333333333,0.1111111111111111,1.3333333333333333,4.111111111111111,,충남 공주시 의당면 청룡리,127.1351666,36.4931316
왕궁 보석테마관광지 다이노 키즈월드,전북,익산시,13.0,75.0,4.166666666666667,0.1666666666666666,2.6666666666666665,4.0,전북 익산시 왕궁면 호반로 8,전북 익산시 왕궁면 동용리 641,127.1036869,35.9897969
옥녀 교차로,전북,군산시,1.0,30.0,4.125,0.125,1.25,3.875,,전북 군산시 내초동,126.6199573,35.9540422
장자교 스카이워크,전북,군산시,1.0,36.0,4.2,0.0,1.0,3.8,,전북 군산시 옥도면 선유도리,126.4015801,35.8124826
모다 아웃렛 천안아산점,충남,천안시,3.0,145.0,4.333333333333333,0.6666666666666666,1.5,4.166666666666667,충남 천안시 서북구 공원로 196,충남 천안시 서북구 불당동 1289,127.1012214,36.7985494
여수 뮤지엄 오브 컬러,전남,여수시,3.0,42.0,4.2,0.0,1.0,4.0,전남 여수시 오동도로 61-11,전남 여수시 수정동 774-1,127.7484233,34.7464085
낙안읍성 민속마을,전남,순천시,2.0,106.36363636363636,4.545454545454546,0.3636363636363636,1.3636363636363635,4.2727272727272725,전남 순천시 낙안면 충민길 30,전남 순천시 낙안면 남내리 438-1,127.3398757,34.9074164
천안 타운홀 전망대,충남,천안시,13.0,70.9090909090909,4.545454545454546,0.0,1.0909090909090908,4.2727272727272725,충남 천안시 동남구 옛시청길 29,충남 천안시 동남구 문화동 179,127.150575,36.8077795
카페 산,충북,단양군,4.0,70.9090909090909,4.454545454545454,0.0909090909090909,2.4545454545454546,4.2727272727272725,충북 단양군 가곡면 두산길 196-86,충북 단양군 가곡면 사평리 246-33,128.3943651,36.9946987
게으른 악어,충북,충주시,4.0,78.0,4.2,0.0,1.0,4.2,충북 충주시 살미면 월악로 927,충북 충주시 살미면 신당리 533,128.0480754,36.9239761
하망굴,전북,군산시,2.0,40.0,4.166666666666667,0.1666666666666666,1.5,4.0,,전북 군산시 해망동,126.7048496,35.9913181
남원항공 우주천문대,전북,남원시,13.0,72.0,4.6,0.0,1.2,4.4,전북 남원시 양림길 48-63,전북 남원시 노암동 1-1,127.3874033,35.3992222
무주 반디랜드,전북,무주군,3.0,93.33333333333331,4.333333333333333,0.2222222222222222,2.2222222222222223,4.333333333333333,전북 무주군 설천면 무설로 1324,전북 무주군 설천면 청량리 1100,127.7585938,36.0127827
한빛탑 광장,대전,유성구,8.0,66.92307692307692,4.6923076923076925,0.2307692307692307,1.2307692307692308,4.769230769230769,대전 유성구 대덕대로 480,대전 유성구 도룡동 3-1,127.3880723,36.3761362
순천 조례호수공원,전남,순천시,1.0,65.0,3.6666666666666665,0.3333333333333333,1.1666666666666667,3.6666666666666665,,전남 순천시 조례동 1867,127.5237938,34.9676781
여수 해상 케이블카 자산 정류장,전남,여수시,13.0,47.5,4.583333333333333,0.25,1.2916666666666667,4.541666666666667,전남 여수시 자산4길 39,전남 여수시 수정동 78,127.7529481,34.7403133
지리산 허브밸리,전라북도,남원시,1.0,78.0,3.4,0.0,1.6,3.2,전북 남원시 운봉읍 바래봉길 214,전라북도 남원시 운봉읍 용산리 442-3목,127.5526301,35.4342361
아그로랜드 태신 목장,충남,예산군,13.0,127.5,4.375,0.25,1.75,4.0,충남 예산군 고덕면 상몽2길 231,충남 예산군 고덕면 상몽리 442-1,126.7042523,36.8015174
금호 화순리조트 아쿠아나,전남,화순군,6.0,244.28571428571428,4.0,0.1428571428571428,3.571428571428572,4.0,전남 화순군 백아면 옥리길 14-7,전남 화순군 백아면 옥리 582-1,127.0837692,35.1624263
소호동 동다리,전남,여수시,7.0,42.5,4.166666666666667,0.1666666666666666,1.0,4.166666666666667,,전남 여수시 소호동,127.6508535,34.7408377
팜카밀레 허브농원,충남,태안군,13.0,81.42857142857143,4.285714285714286,0.0,1.5714285714285714,4.142857142857143,충남 태안군 남면 우운길 56-19,충남 태안군 남면 몽산리 967,126.2823041,36.687839
곡성 섬진강 기차마을,전남,곡성군,6.0,82.5,4.125,0.25,0.75,3.875,전남 곡성군 오곡면 기차마을로 232,전남 곡성군 오곡면 오지리 770-5,127.3078677,35.2795563
장영실 과학관,충남,아산시,6.0,90.0,4.4,0.2,2.6,4.2,충남 아산시 실옥로 222,충남 아산시 배미동 5-4,126.9771555,36.7977504
제천옥순봉 출렁다리,충북,제천시,1.0,60.0,3.8,0.0,1.2,3.0,,충북 제천시 수산면 괴곡리 64-1,128.2330238,36.9437357
유구 색동수국정원,충남,공주시,1.0,57.0,4.4,0.1,1.2,4.1,,충남 공주시 유구읍 유구리 648-17,126.9543915,36.5554837
고창 고인돌 박물관,전북,고창군,2.0,90.0,4.0,0.0,2.5,3.6666666666666665,전북 고창군 고창읍 고인돌공원길 74,전북 고창군 고창읍 도산리 676,126.6524395,35.4416583
청주 중앙공원,충북,청주시,2.0,30.0,3.625,0.0,1.0,3.625,충북 청주시 상당구 남사로 117,충북 청주시 상당구 남문로2가 92-6,127.4874426,36.6327686
서도역 영상 촬영장,전북,남원시,3.0,50.0,3.8333333333333335,0.0,0.8333333333333334,3.6666666666666665,전북 남원시 사매면 서도길 32,전북 남원시 사매면 서도리 2-4,127.3296717,35.4904684
은행나무 길,충남,아산시,1.0,47.142857142857146,4.857142857142857,0.2857142857142857,1.0,4.857142857142857,,충남 아산시 염치읍 백암리 502-3,127.01813,36.8000401
장미 갤러리,전북,군산시,3.0,50.0,3.8333333333333335,0.0,0.8333333333333334,3.5,전북 군산시 해망로 232,전북 군산시 장미동 18-2,126.712488,35.9901542
이끼 터널,충북,단양군,1.0,35.0,4.5,0.1666666666666666,1.0,4.0,,충북 단양군 적성면 애곡리 129-2,128.3335193,36.9620171
동구리 호수공원,전남,화순군,1.0,36.0,4.4,0.6,1.0,4.2,,전남 화순군 화순읍 동구리,126.9858642,35.0784291
비인 해수욕장,충남,서천군,1.0,78.0,4.8,0.4,4.8,4.8,,충남 서천군 비인면 선도리,126.5911504,36.1284815
유일선 선교사 사택,광주,남구,2.0,34.285714285714285,3.2857142857142856,0.0,0.5714285714285714,3.4285714285714284,광주 남구 제중로47번길 20,광주 남구 양림동 226-25,126.9118399,35.138364
동문 헌책 도서관,전북,전주시,3.0,45.0,4.666666666666667,0.0,0.6666666666666666,4.833333333333333,전북 전주시 완산구 동문길 51,전북 전주시 완산구 풍남동1가 37-5,127.1512057,35.8187195
성성 호수공원,충남,천안시,7.0,48.0,3.0,0.0,0.6,3.0,,충남 천안시 서북구 성성동 39-3,127.1367142,36.8488876
보령머드축제,충남,보령시,8.0,115.0,4.416666666666667,0.1666666666666666,2.583333333333333,4.333333333333333,충남 보령시 대해로 897-15,충남 보령시 신흑동 2022,126.6008771,36.3507627
여수 미남크루즈,전남,여수시,13.0,126.42857142857144,4.571428571428571,0.0714285714285714,1.1428571428571428,4.428571428571429,전남 여수시 돌산읍 돌산로 3617-22,전남 여수시 돌산읍 우두리 813-10,127.7372821,34.7294483
둔산대공원,대전,서구,7.0,54.0,4.2,0.0,1.2,4.2,대전 서구 둔산대로 181,대전 서구 만년동 396,127.3890555,36.3667968
땅끝 전망대,전남,해남군,1.0,50.0,4.166666666666667,0.0,1.1666666666666667,4.166666666666667,전남 해남군 송지면 땅끝마을길 100,전남 해남군 송지면 송호리 1158-5,126.5250088,34.2947435
진돗개 테마파크,전남,진도군,13.0,60.0,3.8,0.0,3.0,3.8,전남 진도군 진도읍 성죽골길 35,전남 진도군 진도읍 동외리 286-1,126.2812982,34.4829758
순천 낙안읍성,전남,순천시,2.0,90.0,4.4,0.2,2.2,3.8,전남 순천시 낙안면 충민길 30,전남 순천시 낙안면 동내리 438-1,127.3417655,34.9061356
여수 해상 케이블카 놀아 정류장,전남,여수시,5.0,47.142857142857146,4.285714285714286,0.4285714285714285,1.0,4.0,전남 여수시 돌산읍 돌산로 3600-1,전남 여수시 돌산읍 우두리 794-89,127.7414876,34.7306242
여수세계박람회 빅 오,전남,여수시,3.0,63.75,2.875,0.375,0.875,2.5,,전남 여수시 덕충동 66-10,127.7493412,34.7481569
이사부크루즈 국동 유람선,전남,여수시,13.0,110.0,4.166666666666667,0.0,1.5,3.5,전남 여수시 돌산읍 돌산로 3617-18,전남 여수시 돌산읍 우두리 813-9,127.7368956,34.7299093
스플 라스 워터파크,충남,예산군,6.0,257.1428571428572,4.0,0.2857142857142857,1.7142857142857142,4.0,충남 예산군 덕산면 온천단지3로 45-7,충남 예산군 덕산면 사동리 362,126.656531,36.6939536
여수 전통 서시장,전남,여수시,4.0,48.0,5.0,0.2,1.2,4.8,,전남 여수시 서교동 563,127.7281764,34.7407533
안도라,제주특별자치도,제주시,4.0,56.25,4.25,0.0,1.375,4.25,대전 중구 목척4길 4,대전 중구 은행동 21,127.4233724,36.3313478
목포해상 w쇼,전남,목포시,8.0,84.0,4.0,0.0,1.0,4.0,전남 목포시 미항로 115,전남 목포시 상동 1157,126.4326832,34.7957019
천호 저수지,충남,천안시,1.0,36.0,4.0,0.6,0.8,4.0,,충남 천안시 동남구 안서동,127.1698687,36.8335603
홍성 남당항 대하축제,충남,홍성군,8.0,132.85714285714286,3.857142857142857,0.4285714285714285,1.7142857142857142,3.7142857142857135,충남 홍성군 서부면 남당항로 213-1,충남 홍성군 서부면 남당리 483-1,126.4720986,36.5395469
수원 화성 화홍문,경기,수원시,2.0,48.0,4.733333333333333,0.2666666666666666,1.0666666666666669,4.666666666666667,,경기 수원시 팔달구 북수동 9000-1,127.0176261,37.2875455
인사동 문화의 거리,서울,종로구,4.0,60.0,4.166666666666667,0.8333333333333334,1.6666666666666667,4.166666666666667,서울 종로구 인사동10길 11-4,서울 종로구 관훈동 30-1,126.9855916,37.5745468
IFC 몰,서울,영등포구,4.0,85.0,4.166666666666667,0.8333333333333334,1.5,3.75,서울 영등포구 국제금융로 10,서울 영등포구 여의도동 23-1,126.9259558,37.5250668
파주 프리미엄 아울렛,경기,파주시,4.0,131.53846153846155,4.461538461538462,0.3846153846153846,1.4615384615384617,4.384615384615385,경기 파주시 탄현면 필승로 200,경기 파주시 탄현면 법흥리 1790-8,126.6963345,37.7694708
북촌 한옥마을,서울,종로구,1.0,62.0,4.266666666666667,0.3333333333333333,0.8666666666666667,4.066666666666666,서울 종로구 북촌로 53,서울 종로구 가회동 30-2,126.9848125,37.5817682
현대 프리미엄 아울렛 김포점,경기,김포시,4.0,100.58823529411764,4.705882352941177,0.5294117647058824,1.5294117647058822,4.647058823529412,경기 김포시 고촌읍 아라육로152번길 100,경기 김포시 고촌읍 전호리 654,126.7855783,37.5993284
아침고요 수목원,경기,가평군,6.0,128.1818181818182,4.636363636363637,0.1818181818181818,1.9090909090909087,4.454545454545454,경기 가평군 상면 수목원로 432,경기 가평군 상면 행현리 623-3,127.3516612,37.743004
가평 양떼목장,경기,가평군,13.0,78.0,4.4,0.0,1.8,3.8,경기 가평군 설악면 유명로 1211-29,경기 가평군 설악면 천안리 862,127.4720015,37.6436103
서울로 717,서울,중구,7.0,34.285714285714285,4.285714285714286,0.5714285714285714,0.4285714285714285,4.0,서울 중구 퇴계로 33,서울 중구 남대문로5가 67-4,126.9702972,37.5566231
서울시립미술관 서소문 본관,서울,중구,3.0,77.14285714285714,4.142857142857143,0.5,0.7857142857142857,3.928571428571429,서울 중구 덕수궁길 61,서울 중구 서소문동 37,126.9737905,37.5641076
프로방스 마을,경기,파주시,4.0,40.0,3.333333333333333,0.1666666666666666,0.8333333333333334,2.6666666666666665,경기 파주시 탄현면 새오리로 77,경기 파주시 탄현면 성동리 82-1,126.6852386,37.7904052
CGV 용산 아이파크몰,서울,용산구,3.0,195.0,4.666666666666667,0.5,1.0,4.666666666666667,서울 용산구 한강대로23길 55,서울 용산구 한강로3가 40-999,126.9639508,37.5297517
더 현대 서울,서울,영등포구,4.0,123.94736842105264,4.421052631578948,0.4473684210526316,0.9473684210526316,4.473684210526316,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.928296,37.5260497
헤이리 예술마을,경기,파주시,3.0,61.875,3.9375,0.25,0.875,3.6875,,경기 파주시 탄현면 법흥리 1652-239,126.6989531,37.7881743
대부바다 향기테마파크,경기,안산시,1.0,70.0,4.333333333333333,0.5,1.3333333333333333,4.333333333333333,경기 안산시 단원구 대부황금로 1480-7,경기 안산시 단원구 대부북동 1841-10,126.5745552,37.2862759
열린 송현 녹지 광장,서울,종로구,7.0,30.0,3.8,0.0,1.0,3.8,,서울 종로구 송현동 48-9,126.9817151,37.5765681
조양 방직,인천,강화군,4.0,90.0,4.636363636363637,0.1818181818181818,1.7272727272727273,4.727272727272728,인천 강화군 강화읍 향나무길5번길 12,인천 강화군 강화읍 신문리 587,126.480346,37.7470122
월미 바다역,인천,중구,13.0,52.5,4.125,0.0,1.125,4.125,인천 중구 월미로 6,인천 중구 북성동1가 3-71,126.6168066,37.4754504
인천 차이나타운,인천,중구,4.0,53.02325581395349,4.093023255813954,0.4883720930232558,0.9767441860465116,3.930232558139535,,인천 중구 북성동2가 14,126.618632,37.4755365
파라다이스 시티 원더 박스,인천,중구,6.0,214.28571428571428,4.857142857142857,0.0,2.142857142857143,4.142857142857143,인천 중구 영종해안남로321번길 186,인천 중구 운서동 2874,126.4573003,37.4365797
파라다이스 시티,인천,중구,3.0,98.57142857142856,4.142857142857143,0.4285714285714285,1.0,3.7142857142857135,인천 중구 영종해안남로321번길 186,인천 중구 운서동 2874,126.4558126,37.4371576
놀자 숲,경기,동두천시,1.0,132.0,4.6,0.0,1.6,4.4,경기 동두천시 탑동가산로 1,경기 동두천시 탑동동 37,127.1372191,37.8855774
행궁동 벽화마을,경기,수원시,13.0,40.0,2.888888888888889,0.0,0.8888888888888888,2.7777777777777777,,경기 수원시 팔달구 북수동,127.0169243,37.2859832
수원 화성,경기,수원시,2.0,63.52941176470589,4.352941176470588,0.3529411764705882,0.7647058823529411,4.352941176470588,,경기 수원시 장안구 영화동 320-2,127.0117957,37.286957
청라 호수 공원,인천,서구,7.0,48.0,4.4,0.2,2.0,4.6,,인천 서구 청라동 1-794,126.6342741,37.5378228
강화 루지,인천,강화군,13.0,68.57142857142857,4.571428571428571,0.4285714285714285,2.2857142857142856,4.285714285714286,인천 강화군 길상면 장흥로 217,인천 강화군 길상면 선두리 산 343-2,126.4981166,37.6171154
안녕 인사동,서울,종로구,4.0,48.0,4.0,0.6,1.4,3.8,서울 종로구 인사동길 49,서울 종로구 관훈동 155-2,126.9835178,37.5745015
서대문형무소 역사관,서울,서대문구,2.0,75.0,4.833333333333333,0.0,1.6666666666666667,5.0,서울 서대문구 통일로 251,서울 서대문구 현저동 101,126.956071,37.574271
짜장면 박물관,인천,중구,13.0,38.18181818181818,3.909090909090909,0.0,0.8181818181818182,3.090909090909091,인천 중구 차이나타운로 56-14,인천 중구 선린동 38-1,126.618189,37.4748349
롯데월드타워 롯데월드몰,서울,송파구,4.0,118.75,4.333333333333333,0.6666666666666666,0.7083333333333334,4.291666666666667,서울 송파구 올림픽로 300,서울 송파구 신천동 29,127.1040795,37.5136519
트리플 스트리트,인천,연수구,4.0,75.0,4.642857142857143,0.7142857142857143,1.0,4.428571428571429,인천 연수구 송도과학로16번길 33-3,인천 연수구 송도동 176-1,126.6609975,37.3799951
마장호수 출렁다리,경기,파주시,1.0,63.0,4.5,0.1,1.3,4.3,,경기 파주시 광탄면 기산리 481-1,126.9280526,37.7758982
송도 타임스페이스,인천,연수구,4.0,78.0,4.4,0.4,0.6,4.4,인천 연수구 하모니로 158,인천 연수구 송도동 8-22,126.6428696,37.3834134
현대 프리미엄 아울렛 송도점,인천,연수구,4.0,85.55555555555556,4.592592592592593,0.4814814814814814,1.148148148148148,4.518518518518518,인천 연수구 송도국제대로 123,인천 연수구 송도동 168-1,126.6579049,37.3817378
아쿠아 필드 하남,경기,하남시,6.0,274.2857142857143,4.857142857142857,0.4285714285714285,0.8571428571428571,4.714285714285714,경기 하남시 미사대로 750,경기 하남시 신장동 616,127.2234772,37.5458286
트레이더스 홀세일 클럽 하남점,경기,하남시,4.0,42.0,4.4,0.4,1.6,4.6,경기 하남시 미사대로 750,경기 하남시 신장동 616,127.2238015,37.5456713
상동호수 공원,경기,부천시,7.0,35.45454545454545,4.090909090909091,0.1818181818181818,0.7272727272727273,3.909090909090909,경기 부천시 조마루로 15,경기 부천시 상동 549,126.745376,37.5041844
송월동 동화마을,인천,중구,7.0,39.375,3.6875,0.375,0.75,3.5625,,인천 중구 송월동3가 17,126.6203491,37.4780179
김포 장릉,경기,김포시,2.0,78.0,4.8,0.0,0.8,4.6,경기 김포시 장릉로 79,경기 김포시 풍무동 666-3,126.7111349,37.6130296
일산 호수공원,경기,고양시,1.0,82.94117647058823,4.529411764705882,0.5882352941176471,1.2352941176470589,4.529411764705882,경기 고양시 일산동구 호수로 595,경기 고양시 일산동구 장항동 906,126.7641415,37.656136
송도 한옥마을,인천,연수구,4.0,30.0,4.285714285714286,0.2857142857142857,1.5714285714285714,4.285714285714286,인천 연수구 테크노파크로 180,인천 연수구 송도동 24-17,126.6388695,37.3908644
율동 공원,경기,성남시,7.0,100.0,4.666666666666667,0.3333333333333333,0.6666666666666666,4.833333333333333,경기 성남시 분당구 문정로 145,경기 성남시 분당구 율동 318,127.1519514,37.3791292
신세계 프리미엄 아울렛 여주,경기,여주시,4.0,128.57142857142858,4.142857142857143,0.7142857142857143,1.2857142857142858,4.0,경기 여주시 명품로 360,경기 여주시 상거동 460,127.6121957,37.2413916
현대 프리미엄 아울렛 스페이스 원,경기,남양주시,4.0,124.28571428571428,4.142857142857143,0.7142857142857143,1.4285714285714286,4.285714285714286,경기 남양주시 다산순환로 50,경기 남양주시 다산동 6141,127.1524791,37.6163047
운정 호수 공원,경기,파주시,1.0,45.0,4.125,0.375,1.375,4.125,,경기 파주시 와동동,126.7578737,37.7198872
광명 업사이클 아트센터,경기,광명시,3.0,30.0,4.8,0.0,1.4,4.2,경기 광명시 가학로85번길 142,경기 광명시 가학동 27,126.8634004,37.4247125
서울 식물원,서울,강서구,6.0,90.0,4.5,0.0,0.8333333333333334,4.333333333333333,서울 강서구 마곡동로 161,서울 강서구 마곡동 727-256,126.8350372,37.5693958
시흥 오이도 박물관,경기,시흥시,2.0,101.25,4.375,0.125,2.125,4.0,,경기 시흥시 정왕동 2202-6,126.6909132,37.3355386
수원 화성 박물관,경기,수원시,2.0,54.0,4.2,0.0,0.9,4.1,경기 수원시 팔달구 창룡대로 21,경기 수원시 팔달구 매향동 49,127.0190255,37.2827175
물향기 수목원,경기,오산시,1.0,84.0,4.6,0.6,1.2,4.6,경기 오산시 청학로 211,경기 오산시 수청동 332-4,127.0595311,37.1663085
별마다 도서관,서울,강남구,3.0,48.0,3.6,0.6,0.6,3.6,,서울 강남구 삼성동 159-9,127.0601718,37.5100658
AK플라자 홍대,서울,마포구,3.0,60.0,4.222222222222222,0.5555555555555556,0.6666666666666666,4.222222222222222,서울 마포구 양화로 188,서울 마포구 동교동 192-45,126.9264078,37.5578085
소찬공원,인천,연수구,7.0,55.0,3.6666666666666665,0.5,1.0,3.333333333333333,인천 연수구 컨벤시아대로391번길 20,인천 연수구 송도동 12-8,126.6282104,37.3723605
플러스 시어터,서울,종로구,3.0,126.0,5.0,0.8,0.2,5.0,서울 종로구 대학로12길 73,서울 종로구 동숭동 1-144,127.0039715,37.5808257
인천개항 박물관,인천,중구,3.0,38.57142857142857,4.428571428571429,0.0,0.8571428571428571,4.285714285714286,인천 중구 신포로23번길 89,인천 중구 중앙동1가 9-2,126.6205845,37.4732857
자유 공원,인천,중구,8.0,38.57142857142857,4.142857142857143,0.1428571428571428,0.7142857142857143,4.0,인천 중구 자유공원남로 25,인천 중구 송학동1가 11-1,126.6219706,37.475503
한지문화산업센터,서울,종로구,3.0,66.0,5.0,0.2,0.8,4.6,서울 종로구 북촌로 31-9,서울 종로구 재동 8,126.9843997,37.5795381
일월 수목원,경기,수원시,1.0,84.54545454545455,4.636363636363637,0.0,0.6363636363636364,4.545454545454546,경기 수원시 장안구 일월로 61,경기 수원시 장안구 천천동 430,126.9764759,37.2877923
피크닉,서울,중구,3.0,47.142857142857146,4.571428571428571,0.2857142857142857,0.1428571428571428,4.857142857142857,서울 중구 퇴계로6가길 30,서울 중구 남창동 194,126.9781231,37.5569582
다산 생태공원,경기,남양주시,2.0,30.0,4.125,0.375,1.0,4.0,경기 남양주시 조안면 다산로 767,경기 남양주시 조안면 능내리 56-9,127.2976519,37.5137588
롯데 프리미엄 아울렛 기흥점,경기,용인시,4.0,170.0,4.5,0.5,1.3333333333333333,4.666666666666667,경기 용인시 기흥구 신고매로 124,경기 용인시 기흥구 고매동 286,127.1209595,37.2250337
대한 성공회 강화성당,인천,강화군,2.0,36.66666666666666,4.333333333333333,0.0,1.4444444444444444,4.0,인천 강화군 강화읍 관청길27번길 10,인천 강화군 강화읍 관청리 422,126.4863004,37.7486727
공간 와디즈,서울,성동구,4.0,54.0,4.4,0.2,1.0,3.8,서울 성동구 연무장1길 7-1,서울 성동구 성수동2가 301-27,127.0505248,37.5449301
파라다이스 시티 씨메르,인천,중구,6.0,345.0,4.666666666666667,0.3333333333333333,1.1666666666666667,4.666666666666667,인천 중구 영종해안남로321번길 186,인천 중구 운서동 2850-17,126.4571625,37.4356456
수원 화성 팔달문,경기,수원시,2.0,42.85714285714285,4.0,0.1428571428571428,0.2857142857142857,3.571428571428572,경기 수원시 팔달구 정조로 780,경기 수원시 팔달구 팔달로2가 138,127.016733,37.2775621
T 팩토리,서울,마포구,13.0,63.75,4.375,0.25,0.875,4.125,서울 마포구 양화로 144,서울 마포구 동교동 162-5,126.9223949,37.5553454
홍대 패션거리,서울,마포구,4.0,42.0,3.8,0.7,0.2,3.8,,서울 마포구 서교동 348-78,126.9235809,37.5553966
현대모터 스튜디오 고양,경기,고양시,6.0,114.0,4.8,0.0,2.2,4.6,경기 고양시 일산서구 킨텍스로 217-6,경기 고양시 일산서구 대화동 2601,126.7474937,37.6662718
송도 달빛축제공원,인천,연수구,5.0,213.75,4.875,0.75,1.0,4.875,인천 연수구 센트럴로 350,인천 연수구 송도동 26-1,126.6348965,37.4072183
동탄 호수 공원,경기,화성시,7.0,42.0,4.4,0.8,1.0,4.6,,경기 화성시 송동 54-1,127.1045221,37.1678344
아베베 베이커리,제주특별자치도,제주시,4.0,36.66666666666666,4.555555555555555,0.1111111111111111,1.0,4.666666666666667,서울 종로구 청계천로 201,서울 종로구 예지동 269-27,126.9999434,37.5695381
대한불교조계종 봉은사,서울,강남구,2.0,36.0,4.4,0.0,0.4,4.4,서울 강남구 봉은사로 531,서울 강남구 삼성동 73,127.057665,37.5154641
의정부 제일시장,경기,의정부시,4.0,42.0,4.4,0.4,0.4,4.6,경기 의정부시 태평로73번길 20,경기 의정부시 의정부동 160,127.0504005,37.7397662
AK플라자 분당,경기,성남시,4.0,50.0,3.333333333333333,0.5,0.1666666666666666,3.333333333333333,경기 성남시 분당구 황새울로360번길 42,경기 성남시 분당구 서현동 263,127.1231812,37.3852355
에버랜드 판다 월드,경기,용인시,6.0,51.42857142857143,4.857142857142857,0.5714285714285714,1.7142857142857142,4.857142857142857,경기 용인시 처인구 포곡읍 에버랜드로 199,경기 용인시 처인구 포곡읍 전대리 519-19,127.202822,37.2930946
롯데 프리미엄 아울렛 타임 빌라스,경기,의왕시,4.0,120.0,4.571428571428571,0.5714285714285714,1.1428571428571428,4.428571428571429,경기 의왕시 바라산로 1,경기 의왕시 학의동 1039,127.0096645,37.3761809
